feature_0,feature_1,feature_2,feature_3,feature_4,target
0.1814020152147882,1.6773095911841125,2.026776529150967,-0.5104153247076906,0.0,0
-0.41676734720633346,0.08224920682913023,-0.7846490611357924,-0.5549817897012659,0.0,0
0.33327939962756703,0.33271193983299213,0.285743880026545,-0.6702033120310155,1.0,0
-0.7497258395087586,-1.537651509212605,-1.0527491675495864,-0.5123485429617192,0.0,0
0.343912908286274,0.16538960497331773,-1.1515639574038279,-0.6737993615251097,1.0,0
-1.1114787296686919,0.5023938192500375,0.3535297139151791,-0.7702440286596128,1.0,0
-0.07038740701985396,0.4086419098949283,0.9898885654156363,-0.38779727976226436,1.0,0
-0.27624844629483314,-0.8399611354874934,0.8114007356552774,-0.5385023398305112,1.0,0
1.7496614986694112,1.5555014967584355,-0.7517056667124621,-0.4879897429285288,1.0,0
2.027467631456583,-0.1103113928237542,-1.070843353151711,-0.5939462158090348,0.0,0
1.009590901704605,-0.978059470603993,0.7227541020301694,-0.18905323817168757,0.0,0
-0.8341479202472741,0.36804830982496645,-0.3340352347160637,0.2600953844157946,0.0,1
0.2994865770400949,2.031251715440485,-0.466239004980148,-0.40679225503279826,0.0,0
0.3388397721396383,0.3738878646798299,-0.2240789545124897,-0.4249718945230218,1.0,0
0.1882554188681363,0.14726646136780325,-0.18635727584311337,-0.6352525082218767,1.0,0
-0.3165276626429282,-0.07681857698206732,-0.62118653502203,-0.2777439193889936,1.0,0
0.43581542549708285,-0.0811316325937415,-0.18061185002733038,-0.4319638224104795,1.0,0
-1.94148645973249,1.437853817325308,-0.8160259323428158,-0.5471917280499863,1.0,0
0.8345853729176047,-0.6268072843740353,-1.3168898814028762,-0.4832456026945046,0.0,0
0.8294156110922379,0.1426915902933518,0.27403194483813775,-0.36819077641483755,1.0,0
1.459697146722185,-1.242326691657605,0.6038684474185401,-0.38242165667957106,1.0,0
-1.0007820925388344,0.6091399899837898,-0.6609890432809317,-0.4890605220240034,1.0,0
0.37710916360554636,0.5006184691909255,-0.9423429632514149,-0.6156787519293657,0.0,0
-1.6316995704565695,1.0346437051466095,0.3288624752168001,-0.30702835238669857,0.0,0
0.10004036610637448,-0.619423017636989,1.3741082098621233,-0.6171844706247868,1.0,0
0.800616677844244,-0.989304566722181,-0.4098782477665254,-0.31859450088600993,0.0,0
-2.1829845407519475,0.43323179976745524,-1.4373661098633614,-0.2253828821591473,0.0,0
0.6827083599640356,1.3492291349568994,-0.610460400259535,-0.29793280881063183,0.0,0
-0.026705335050283878,-1.258305550726655,-0.28569741535230253,-0.5517537990646351,1.0,0
1.274000368222892,0.7769324170567736,0.40266422970725513,-0.26469909154885163,1.0,0
0.06370120215704382,0.030296950537418516,-1.773144756040286,-0.39022557604679414,0.0,0
0.6048712355375967,-1.4529357724014034,0.4975538059052047,-0.5062100355527925,0.0,0
0.361545638077741,0.08349625615780698,-0.12544975477563505,-0.5930935938250734,1.0,0
0.4529321187127273,0.8290233772834656,-0.417055972560412,-0.5331704697831626,0.0,0
0.935569640810976,-1.427776219878081,1.4148365140217607,-0.6929850117917056,0.0,0
0.19868735826215714,0.3327390391693472,1.428078163698785,-0.5746515407717386,1.0,0
1.4312263681437598,-0.22402993850047176,1.1135325098185376,-0.6665356604351248,0.0,0
-0.26395560844627947,0.09218488240973201,-0.280113470172979,-0.48856693908169957,0.0,0
0.20556968100238737,0.3854670904204737,-2.1451942953155974,0.13830451532695553,0.0,0
1.0940597517770074,0.9260633865276456,0.6326922409590531,-0.39362668887879887,1.0,0
1.1959026052678667,-1.7070708251688367,-0.8173324802594119,0.1470061416255422,0.0,1
0.2424163589071041,0.774685590176338,-1.602478249772623,0.9053229086653888,1.0,1
-1.1875387618110906,-0.2794585808186061,0.737662683378433,-0.18137566527174137,0.0,0
0.6299361927926047,-0.7857454091784951,0.7203685352067034,-0.600147024730447,0.0,0
-0.22214429998499804,0.043701389864746955,-1.4294437965132825,-0.6213509759584458,1.0,0
-0.5363728680501492,2.2610877907558034,-0.15811493722203307,-0.7370315438062508,0.0,0
-1.9950785843913952,-0.679946305964528,0.7328004658959513,-0.3768666034548556,1.0,0
0.8047531789135072,0.6679063960123212,-0.26637565192875245,-0.512972014663337,1.0,0
0.25251897431934517,-0.014574660365516866,1.6143708971000068,-0.39562029698335754,1.0,0
-0.44311705865776563,-0.699538953046717,0.6801492008745067,-0.37436073791072155,1.0,0
0.3620104383310894,1.4452969941210072,-0.5812009480174676,-0.5980903972689381,0.0,0
-1.5728518670575062,1.827170919473225,-1.5171198377013566,-0.8496027696643003,1.0,0
1.5667536716785717,-1.2877117244503373,-0.5524905258429016,0.5566020963359484,1.0,1
1.071138705949364,0.6417216007037091,-1.5673746857118844,-0.40770966414658794,1.0,0
-0.0079454905475652,0.30138997142977303,2.0464872867824235,-0.5253410593269416,1.0,0
0.2064607086275499,-0.2242067532903354,-1.5623340580691756,-0.6112796342028634,1.0,0
0.26978897514533334,-0.422144542769439,0.8649157506315942,-0.4943359352964103,0.0,0
-0.5277131651201175,0.8025694505032944,0.30354353457744826,-0.31517370168751907,1.0,0
0.18344953522032303,0.24993685650884945,-0.4755609153097378,-0.6056945496884375,0.0,0
0.2305667393603595,1.6592073788235375,-0.22750114628481927,-0.3729433601514426,1.0,0
-0.6166908824258007,-0.0036897670563075693,-0.09248760074008477,-0.562401158541377,0.0,0
-0.12108995213475242,-0.8643830317599724,-0.6836529228378172,-0.33386235142879456,0.0,0
0.2366641544935165,0.6304287153225703,-1.4305252039333942,-0.4553341834949468,0.0,0
-0.17299848735497605,1.4232137898648605,-1.0065849267090308,0.17364289082731926,0.0,1
0.6940119626496983,-0.2716372409774815,1.1453573071871106,-0.4559419886004054,1.0,0
-0.4109212003354899,0.6070224078622846,-0.22810727751243898,-0.281157865986662,0.0,0
-0.634463878799498,-0.04093773575992904,-0.755164088932039,-0.4281693822592707,1.0,0
0.6397611679999051,-0.45465236504291695,-2.0501100286713916,-0.23632267578361493,1.0,0
0.2389808770489536,-0.29277328863932156,0.9741943859221802,-0.5035515776061231,1.0,0
1.03224023068704,1.592787840280833,0.5692683706208882,-0.45385666318337115,0.0,0
-0.9585475107989712,0.28447946558189513,-1.267514004440533,-0.6041426575453394,1.0,0
1.1632693045991065,-0.31945079250156266,0.42960760461446224,-0.552729587064059,0.0,0
-1.4315415993296299,0.784947077109854,0.2811047565747195,-0.5484777647974078,1.0,0
-0.47971543803078465,-1.1334985886355322,0.43808849498514973,-0.4771452332323735,0.0,0
-0.25981862975829256,-0.3649578235844341,0.9854004802930804,-0.7550091205556587,1.0,0
-0.40010348594694123,0.36138696883242855,-0.8977123198232796,-0.21933256608388962,0.0,0
0.379098499875313,0.9687324179596136,0.7621854199314589,-0.3276005922026761,1.0,0
1.5197867921220434,1.0118089850285905,1.0388220860273611,-0.5057660578076415,1.0,0
1.3902107571469904,-0.9750457121438952,-0.08987694355751003,-0.575677843860207,1.0,0
-1.459792953709625,0.6327048265928272,0.7083899834157703,-0.6425053349157974,1.0,0
-0.7457601568041047,0.41432220825481053,-1.4857280803631063,-0.632932755048374,0.0,0
-0.760412299731693,-0.6955505951293928,0.2899655101745595,0.623380784140078,0.0,1
0.11520778357099616,-0.3792232757502017,-0.6810706676028542,-0.6338055223834067,0.0,0
0.6514087423401941,0.08440803310980834,-1.0699506201605071,-0.6700663853106226,0.0,0
0.7518308508981735,0.05139526425025841,1.3881029686642326,-0.18082247605298613,1.0,0
-0.13717057961254536,1.1421191028202309,-1.0093370733256384,-0.6804699267047664,1.0,0
-0.37902375354566314,-1.0285967347472122,-0.7116315482870198,-0.6892952058087078,1.0,0
-2.3078925074811503,-0.10741812136240218,1.0594947666346806,0.6717184810218142,0.0,1
0.7432967991827534,-1.55504129321614,-0.988195529631995,-0.30427492871746353,0.0,0
0.22177709553156363,1.4800853097265647,0.050384942731670476,-0.3784370859091764,0.0,0
-0.3159645126292849,0.7860269970493,0.006391881202623415,-0.3534910415930262,1.0,0
-0.7002013073791664,-0.8117782974129286,0.8629771202437225,-0.6743873185767527,0.0,0
0.46100972909194265,0.4609809427126651,-0.6260982101967875,-0.46216432657849327,1.0,0
0.2689481147970061,-0.9659900516327079,0.27653926938419465,-0.4024227159826338,1.0,0
1.5812662673867979,-0.4818428068723259,0.6898466626180649,-0.568122152637243,1.0,0
0.6931938601406122,0.5314889277456796,1.3083204169675113,-0.42111210027060936,0.0,0
-0.7421508873783693,-0.5850252127427769,-0.6924002590523327,-0.8485718633383786,1.0,0
0.8282393968860898,-0.8286476414850125,0.8260995132610108,-0.24514348009204634,0.0,0
-0.10771798323020222,-0.9291721283668737,-0.4010741521035119,-0.5614061992845008,0.0,0
0.5044134180750253,1.4180950084768174,-1.2244204668127048,-0.5831888757181394,0.0,0
-0.32672887178478055,0.23081939383402106,-1.441302512566679,-0.35761191148297783,1.0,0
-0.1810848558979291,0.7162681290366002,-0.5817796262098377,-0.34214654597788796,0.0,0
-0.5910012610358938,-0.9808201923345478,-0.3301723843437412,-0.21123613442764905,1.0,0
-0.9090826044729279,0.42860300830191644,-0.2053697134792139,-0.1277629818182242,1.0,0
1.1223456942738619,0.9247609223669715,-0.5565917431877235,-0.5740387920405783,1.0,0
0.8387132753247712,-0.18713306849562902,0.8112254601483228,-0.24580211567750626,1.0,0
1.8802631060530215,1.0283306884703831,-1.4722364678292141,-0.9004513291828637,1.0,0
-0.5460753754055956,0.8057618858122031,0.0841324413749987,-0.5943858575320006,1.0,0
-0.8483261989557925,0.9072658672788888,-1.0833629328018655,-0.4361363577994115,0.0,0
1.4373501305278298,-0.3386186375664827,-1.5714578812886735,-0.20370513179630706,0.0,0
0.49647468659466737,-0.6139772636093739,1.2125210354870635,0.4617108736302439,0.0,1
0.44019839240629904,-0.2438551034837904,-0.2973313876549095,-0.5811819577460469,1.0,0
-1.5883959135386578,0.3653759341213393,-0.26206014976296316,-0.38339923661691777,0.0,0
0.6081583014327474,0.8282594020606524,-1.4532952626767714,-0.5436388196371548,1.0,0
1.2479301861112544,0.11241310264591413,-1.6644957817022665,-0.47253123971294586,1.0,0
-1.3465335947315922,1.0635000872272007,0.22368693734856565,-0.5307691407254417,1.0,0
-1.2297054045107676,0.16801232575668595,-0.12673210762912762,-0.7361926403340828,1.0,0
2.0271223299718955,-0.0377491284185731,-0.014133506437333562,-0.49318170080030477,0.0,0
-1.608646747211595,-0.16298399394298313,0.42107345272278596,-0.5497589552843327,0.0,0
0.6521314240980599,0.04129382651569771,-2.9603221104782085,-0.273724539070905,0.0,0
-1.2681428070199556,0.7139222440843536,2.3125068044699706,-0.4087155165570243,0.0,0
-1.2940803989992369,0.32185471121069686,-1.714426280390934,-0.21759644012222862,0.0,0
-1.384557846896822,0.380914543550103,1.0708481201157989,-0.6555251063781559,1.0,0
1.2091421966770552,-0.07364381744980245,-0.783682616331381,-0.45830886213374133,0.0,0
1.0141136801123063,0.4724278800013257,-0.04202744146531275,-0.5025452319708285,0.0,0
-0.11911477986364996,0.5480518822430265,-0.8655153903812423,-0.6142352913385691,1.0,0
0.06345245067724163,0.18191598479184903,-3.2438780417145208,-0.5010727674913805,1.0,0
0.4220310436313602,0.47867831574614583,-2.712810636073249,-0.6803256412873521,0.0,0
-0.03255151970668562,-0.14626976183570767,1.1769597029270817,-0.35070094788051764,0.0,0
0.6874615049974057,0.34048613777685605,-1.3729046231804403,-0.20831044288085893,1.0,0
2.0404319945407607,-1.0334376993670076,-0.9461990728471885,-0.23931932875272427,0.0,0
-1.6817819157169585,-1.9325473636492654,0.892386758354133,-0.5052813860660191,0.0,0
0.733224755642719,0.4269196482581862,0.8628135628101227,-0.5199143555548426,0.0,0
1.0375086353506053,-2.3513286071110295,-0.2572864588748798,-0.50361472214773,0.0,0
0.7405986541993124,-0.04431667146832991,-0.2651070503807724,-0.6733675770688453,0.0,0
-0.9014956356978716,-1.6421909652044933,-0.06972585200264597,-0.5293746228654359,1.0,0
0.09152605012703519,-0.1662029231015216,0.10672759218005172,-0.5781926665084816,0.0,0
-0.22614107304836714,0.5852165797657866,1.0789484670432434,-0.561534753822678,0.0,0
-0.051676019442969026,1.951107150757237,0.5268216881455584,-0.5119684590114141,1.0,0
-0.6586110560005461,-0.9829428423141718,0.11864398682872167,-0.11086293367594618,1.0,0
-0.3181616546540291,-0.8545658960607202,0.015626604316500408,0.5276607217533472,0.0,1
-0.4742669277625466,-0.5399555773681384,-0.18035711148493458,-0.48424914301921235,0.0,0
0.7070554297802553,0.1604239231202477,-0.7284965237406283,-0.49234179593859323,0.0,0
-0.9102693200829461,1.0281665673979734,-0.4605302513221137,-0.4443728405739862,1.0,0
-0.1999476592809691,-0.04636431321871459,2.02525431474489,-0.5533124596601988,0.0,0
0.9181772223048182,-0.7001481179262949,-1.0086671844896815,-0.5498089345869499,1.0,0
1.5339691106689914,-0.8983183783774624,0.19305220590589575,-0.3429227322368,1.0,0
0.7306685272920315,-0.162373621280919,1.2220705165056425,-0.5428686697400852,0.0,0
0.04389993319239529,0.2554478836998034,-1.3030654933769206,-0.3573804134259241,0.0,0
1.3124710616291793,-0.5417534602786828,-0.8318860209019967,-0.43431450528999027,1.0,0
0.07073267535659693,-2.027591566800901,0.4499680776104737,-0.47452542772239314,1.0,0
1.7490722376434742,0.6641968457969074,-1.268311845633341,-0.6709645004432168,1.0,0
0.9372085331929764,0.08038056844877747,0.5187081647121972,-0.5162673735200466,0.0,0
1.1116224872159368,-0.3107950666543592,-0.20753975082220685,-0.6445357576365159,0.0,0
0.3047561449116983,1.0390782142839379,-0.7129962221425186,-0.4993934279106582,1.0,0
-1.6675578086487062,0.567849898797649,-0.4000707406580329,0.27778025867718004,1.0,1
0.3673266296923321,0.44263837686861957,-0.4077896793791651,-0.6116913115430643,1.0,0
-0.027584597014016658,2.2100382029022114,0.4090722304004329,-0.6296245952766352,1.0,0
0.04891705370055922,1.1036683531874327,0.4568545993746291,-0.4208761203843402,1.0,0
-1.36009744350419,-0.8742928753408464,-1.8922810942220172,-0.4663041913827192,0.0,0
-0.7633080798701835,1.0314195607783336,-0.029671411625188687,-0.24188733328593054,0.0,0
-2.002653896595501,-0.4576180172565694,-0.34239374699051756,-0.5540514400987874,1.0,0
0.3419934536084574,-1.3271797133851078,-1.3150645943537984,-0.4527473859961062,0.0,0
-0.04707500077625977,-1.4520218944788883,0.11668355428087494,-0.4878832327602892,0.0,0
0.7344045973597587,-0.6580676317960108,0.09784763260798796,-0.6681070685016819,0.0,0
-0.4092416167420198,0.46160539323076794,-0.8776182767499237,-0.42368575931823355,0.0,0
1.5598035434943671,1.1421965092480986,0.7029082211737702,-0.4284457655241234,1.0,0
-0.03699041275008956,-1.9525410754187054,0.3708830596469809,-0.5527648004023966,0.0,0
0.5744842316728124,-0.5347931384541571,0.8338284944320542,-0.7886312984253785,0.0,0
-0.5492526581921373,-1.013725018482207,1.1927398252494867,-0.30102677323259175,0.0,0
0.4218486839114646,1.5462260072383187,-0.13047151806063548,-0.6580319334053635,1.0,0
1.7432117045959954,-0.9783028452474178,-0.17713836373724542,-0.6908475505484712,1.0,0
0.2965516118219931,0.41303333663068964,3.050754934723057,-0.6512544786348583,1.0,0
0.4798943614079208,0.7727500390314809,0.2826220572917287,-0.45755334072118264,0.0,0
0.8743587250921365,1.9126323281747284,0.6154265214810264,-0.47013045965607103,0.0,0
-1.9780000985906578,0.14926082526711326,2.155846557541223,-0.5626778893669824,0.0,0
0.5599393561057999,-0.44332636516079243,0.03903299168306263,-0.6701488578675066,1.0,0
0.483842752979919,-0.2637358688263067,0.9444658512292873,-0.20398127258998483,0.0,0
-0.3875264243975555,0.039383235363402234,-0.2664799532597304,-0.3890408322393419,1.0,0
0.13046966361349754,-1.0525449485170808,0.9335714279166009,-0.5723670134670009,1.0,0
-0.07970883908825462,0.11660276571258488,1.2031928520633173,-0.37743304837702557,0.0,0
1.3054244424488255,-0.4288842553649695,-0.2697168051712133,-0.4324365158228212,0.0,0
-1.3912392369026498,-0.6431047271183872,0.2607281596355242,-0.40598434348731904,0.0,0
-0.5869135257917711,-0.5211979292156053,2.1303248660007967,-0.39124778662915505,1.0,0
1.0189710086768848,-1.3338898156809726,0.8062267663139402,-0.43257249831570993,0.0,0
0.3194887530040092,-1.1200027152748215,-0.37692615614045516,-0.2773821549683494,1.0,0
0.3617147187000762,1.077449520105502,-0.6064470509185035,-0.6022394657497832,0.0,0
-0.3035807774941675,-0.6062761477433282,2.043196419223595,-0.4420335574190497,0.0,0
-0.1565507495632323,-1.7305367372945484,-0.05830796914008202,0.37494176815812397,0.0,1
-1.4525096962211579,1.1622653617410814,0.3147761123641279,-0.4392909418242573,1.0,0
-1.4107499298489237,0.45177173074591054,0.786543819136095,-0.4005713452871668,1.0,0
1.0692534354743424,1.0616788318809716,-0.4648277333134064,-0.5495949416007628,0.0,0
-0.12039860446465657,0.8684421763057941,0.8206368618198128,-0.2580207570996437,0.0,0
0.05450798839554697,-0.25457159202804464,-1.2764343398068785,-0.5240145446080993,0.0,0
-1.4951767578609994,1.2810157894931418,0.9891470497567033,-0.23428661724719574,0.0,0
0.8356877804020963,1.5974819260820567,-0.20727777385728682,-0.42812546512746186,1.0,0
