feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,fraud
0.4408197989057157,0.10350779026334585,-1.3409720359812798,-1.6139014554789917,1.3160994518504814,0.25899834743489203,-1.6820672836977855,1.3212111260775763,-1.911642210919043,-0.24735092714891319,-0.9550822881358275,-0.32551341299493647,-0.2536404538925019,1.4922645094750588,-3.0133853478301003,-1.1485833152387388,-0.6481324338877777,-0.7225967814014777,2.7027133235820724,-0.5076927701800915,0
-0.4564956095040957,0.784924358107928,1.3869598902732805,-0.20103877186663505,0.8544377511405561,1.9003202068973983,1.035916209432034,-1.450163167036702,1.385575233941481,1.6123115279035483,0.5463989516672716,-0.35854252756260974,1.048794439671241,-0.23587146453367722,-1.711505556300689,0.3093904424598202,-1.7951291966198684,1.1974885400381745,2.5677534993750966,0.02394638244926125,0
-0.330810519522272,0.6098374104438415,0.0811438318496202,-1.0105906031585947,-0.17381485046937092,1.4780845635126185,0.17871512433595294,-0.9831031471441493,0.3330584350670474,-0.6431504101226553,0.995954928226406,0.736227445165127,0.7368371241051792,-0.254374417026562,-1.8783919821619395,0.14805741389081464,0.8804864602241314,0.26151859672583017,2.4602755303523725,0.417459031363166,0
-0.35824437790750796,0.40136789176196747,1.1671207880032974,0.9575371632797675,1.2785751679393744,0.9777703165297416,-0.023050556085466193,-0.6737901056594764,-1.097143649628814,-0.47655380143352466,1.0829999385168685,-1.0763811874020583,-0.14945569316498877,-2.712612563810438,-2.8818782032224215,-1.4308312016246718,-0.5522612521126086,-0.29882008902920415,3.0148010387560853,0.4168015744831139,0
1.6127802326970393,1.0293811281417644,0.26713629646173076,-0.04877626450061687,-1.658774625086031,2.490450238501796,0.3188374033804253,1.5591822904823514,0.05996285769570662,-0.3912998898983776,0.759012970582189,-1.1121863012785584,-1.1419860706926814,-1.2463934985391623,-1.6787701920452425,0.34809529178734483,-0.6992440642290753,-0.09665390961814083,2.887655286339464,-1.0701584635068604,0
0.3908699078019598,1.3277462794702453,0.1609754975871555,0.7348113435104173,-0.40867234570604166,3.2100421222728075,1.507707699313365,-1.289382089103393,-0.5111052123287851,0.8930774345656918,0.5902703110753222,-0.10226635021759252,0.021626630593564705,-1.0946920440273713,-1.4147371712884678,-0.34152041500530517,-0.8397974073487009,-1.0581509924706867,3.088072508336175,-1.2675777045330776,0
-1.661580989177992,0.5403077970122382,-0.08145598777787942,-0.1271585968748843,0.5775169546072118,1.3124517537329963,0.6754908472654697,1.1044777038374665,-2.767325422602398,-0.2694937557039864,0.5065876716972757,1.1119533608604089,-0.38309492115979377,0.6418790614777692,-2.622449929004783,-0.9230723963155776,0.8603325594167204,-0.07627815173958268,2.992390927039535,0.9955266916741141,0
-0.6631645901261828,1.269554282314875,-0.2871095048623429,0.669085210267524,-0.741498249912725,3.069670000533523,0.43521152828960236,-0.49945119288521345,0.13259767202610107,-2.0017401674762616,-0.34375651951011005,0.12146106419954589,-0.7542981326071427,1.8690665036782608,-1.4577161117723942,-1.6651252963040444,0.20786050106708062,-0.15046814149498222,3.0417610039718364,-0.07022362057462567,0
-0.041292687007282836,1.3227852417566552,0.01569779595775838,-1.9550487703182828,-0.4463205152343449,3.197423517562875,0.21865930675729772,1.040430892644839,-0.5912847888018945,1.7311696317672995,-0.20063929882543183,0.3675104105406022,0.2138087939410634,-0.3689394390314622,-1.2022907129630198,-0.917976104610736,0.5560220968422908,-0.635409880228737,2.900851450880938,-0.1248868853500674,0
-0.497961846817842,0.36842433920477236,0.21030304022199536,-1.746895691345555,-0.009182353385138937,0.8967701622777253,0.19839351717748668,0.4755884359285824,-0.8015275901045416,1.193311005927126,-0.5177574472222197,0.2178023397487261,-0.2549469704035893,-0.5387608373460957,-2.3976946643953663,0.25617060569427813,-0.5125341106465501,-0.7717408145967823,2.5573365940799047,1.0841982440435427,0
