feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,disease
-0.9968885384204095,1.5838084086198008,-0.30040926649452754,0.8448627089608343,-0.5394003531595739,0.5178791157906835,0.6761544215845898,1.2065007283722664,-0.26668312925754517,-1.6933092267932606,-0.3252951584784105,-0.9001459391215045,0.25094352660023445,0.5723859970918288,0.1340339948671107,0.005513749727433387,0.9766695619722494,-0.20133294475680075,1.2294781329987219,-0.027470459547017278,0.38002153620221113,-1.3517939211090515,0.2004856918987055,0.47260690316110987,0.35718647753883404,0
-2.365183775342823,-0.6444787706117161,0.3705754491105783,0.41512058096748045,-1.661334373741314,1.1851166810717277,-0.5145155490685621,0.27860386497100775,0.04596738778576909,0.3467048971410703,0.6254826824947488,-0.9280088079141636,0.8022418008812487,2.180514753169038,0.9404635565427955,-0.5411301063664391,-0.34734101708013904,-0.4200280831674113,-1.8390071555906937,1.8038383717605766,-0.3451402522526661,0.9779646154092203,0.1299382566729919,1.5754092218545632,-1.265390200903721,0
1.076196431544519,1.66521702472499,-1.0604454813520288,0.9146278198358697,0.7572712074464629,1.3072539846122315,0.10516359478704498,0.5900046139277061,-0.346296528716593,0.5950816160523329,-0.5134762130804662,0.22444692871957886,2.601200274631156,-0.6453784442509481,-1.7875860569879412,-0.2736093687875019,1.6149768305260772,-1.1364295029472398,-0.41197675516529797,0.19600318091495408,-0.3869655957057488,-0.6463966793522771,-1.1692358512304943,0.8430725337820392,0.9218546505338092,1
-1.0430874446937488,0.21533025589211952,1.0652208137250951,0.3338438071529271,-0.9715020150733161,-0.04368683529731153,2.451166702604014,1.0608183476605624,1.4207079279108812,1.0228049316800263,-0.8608130047928878,-1.3916759869702733,-1.4621677519388239,0.5119580153544248,2.268615517395249,-0.1520269825426416,-0.14678454025634063,0.44817081530021463,-1.1271784449985354,-2.624562131060511,-1.3051780786406522,-0.24189756374047391,0.08941291000310228,0.0195646329794857,1.160712648480789,0
-0.9701245984855283,-0.3189069214885611,1.2271544349857164,0.41550171163361654,-1.0459789290862371,0.3972472280860472,1.168880392565063,1.0044905694309472,-1.2146429159323315,-0.20388304067168164,1.4494031939510714,0.6503303517626025,0.03850755833374073,1.16544173063394,-0.7647837081463941,-0.13806265647324728,-0.44780604044086775,-0.3415607502323939,1.132880166195116,0.9528701553013447,-0.5076963252739642,-0.8117150845320259,-0.6561869259427355,-0.28782098083555335,-2.3227584385707587,0
0.4294909398757628,-1.2718921830613745,0.5640710783026472,-0.20984851006144625,1.1910392777329073,-1.2056027074691114,0.023545873653594573,-0.43656339448357606,2.132240909370941,2.290870750414284,0.7268195599881901,0.8948673257712646,-0.9569090028638209,-0.38836963822404813,-1.2906238238273215,1.205992911175473,1.3265759376702937,-2.538081934288218,-0.1755270694531402,1.2094350502015143,-2.8115808661101718,1.5058857386964948,-0.9186140259783236,0.14424430024124624,-1.0410073476398864,1
-0.2773211875024725,1.2964924452578743,-0.4734265858543608,-0.785309453874877,0.9716128414440635,-1.5805806839157388,-0.7714463699764487,-1.6224466307458159,-0.062329614473282106,0.23123196258277268,0.16296293833743353,-0.03134887459105141,-0.0006113091846170972,1.0873643620088878,0.3890803749822285,0.15632334091826333,-0.6597003061892397,0.19406878585568765,-0.17866553996243692,2.143364470885133,-0.3215494888198929,-0.1026732989733882,-0.9446557051271038,0.4542386923088307,-0.28389157758653505,0
-1.1958259833458857,1.3804209558620744,1.4440493677242063,0.4186078634626618,-0.9808126804198986,1.018328213290217,1.060698914959275,-1.0404277229416514,-0.27284612163702615,-0.24037134146103228,0.8093389303428525,-0.0430164363825791,-0.133436754054175,1.3293553320051728,-1.902637345193475,-0.47321051925519175,-0.37598499201155333,1.0747331118069976,-1.3936022436317193,0.3297058639454488,1.246089740282738,0.3645231709031746,0.4928032736462837,2.906472500461601,-1.3853996667575537,0
-1.009073946872265,-0.23680867485655435,-0.6187551032767029,-1.5880009110016715,-1.7946451084906785,-0.14074374570849232,0.8013990875203956,0.6302315485997573,-1.3323630544395768,0.0045679521357431365,-0.49764878956250685,-1.0566760854977746,1.2245503678072274,-1.0102755844393372,-1.1472617971498296,1.8737578589694917,0.05960431545317208,0.044314178010619695,0.7917290497956609,0.2547393574992378,0.16283108783394407,3.4522087889905952,1.5153925315438619,0.6955072079983631,0.6161597832342842,0
-1.4655926605983978,-1.2149228908759413,-0.46354523510470697,-0.772414237256267,0.16204537343542466,0.6230584272913077,-1.738820223325661,0.914302095231095,-1.7586085530159785,2.5512996504833207,0.9010044192266672,-0.13129632913341793,-0.2819282395261586,0.2657850488364483,-1.0983560339713465,0.19573206550691014,-1.1825286971823366,1.4797075193581757,-0.024783538414329495,-1.2471344400886597,-0.9738157974851539,0.6788817974015364,0.5867213747600926,0.6326058101656543,-1.5604600028642361,0
